OrderDate,ProductID,Quantity,TotalAmount,UnitPrice,Category,IsHoliday
2020-08-01,P00033,6,2759.16,496.51,Electronics,0
2020-08-01,P00034,2,213.83,118.62,Toys & Games,0
2020-08-01,P00036,5,2241.0,468.02,Toys & Games,0
2020-08-01,P00037,7,3297.5699999999997,526.16,Books,0
2020-08-01,P00038,1,567.78,532.21,Clothing,0
2020-08-01,P00039,2,687.68,322.72,Home & Kitchen,0
2020-08-01,P00040,3,1680.76,514.52,Sports & Outdoors,0
2020-08-01,P00042,5,1689.3,356.76,Home & Kitchen,0
2020-08-01,P00043,3,1666.8899999999999,486.355,Electronics,0
2020-08-01,P00045,6,2117.29,291.935,Electronics,0
2020-08-01,P00046,2,766.16,385.365,Clothing,0
2020-08-01,P00047,9,1425.46,181.54000000000002,Books,0
2020-08-01,P00048,2,891.93,408.73,Books,0
2020-08-01,P00049,2,326.75,179.78,Home & Kitchen,0
2020-08-01,P00050,1,260.01,275.41,Toys & Games,0
2020-08-02,P00001,9,3045.4700000000003,255.57666666666668,Books,0
2020-08-02,P00002,1,254.82,266.15,Toys & Games,0
2020-08-02,P00003,9,1478.07,139.50666666666666,Sports & Outdoors,0
2020-08-02,P00006,2,1030.47,510.27,Electronics,0
2020-08-02,P00007,8,2643.0299999999997,339.09000000000003,Home & Kitchen,0
2020-08-02,P00009,2,410.69,191.52,Electronics,0
2020-08-02,P00011,4,710.67,182.59,Books,0
2020-08-02,P00015,8,853.66,94.52000000000001,Books,0
2020-08-02,P00016,6,623.17,227.0,Sports & Outdoors,0
2020-08-02,P00017,8,2016.93,278.88666666666666,Clothing,0
2020-08-02,P00018,1,314.16,336.81,Books,0
2020-08-02,P00019,2,54.63,24.82,Sports & Outdoors,0
2020-08-02,P00020,5,640.39,115.755,Home & Kitchen,0
2020-08-02,P00021,4,809.85,218.32,Sports & Outdoors,0
2020-08-02,P00022,7,415.97,54.045,Home & Kitchen,0
2020-08-02,P00024,3,1543.56,462.815,Home & Kitchen,0
2020-08-02,P00025,4,239.31,59.47,Home & Kitchen,0
2020-08-02,P00026,3,1061.07,293.63,Books,0
2020-08-02,P00027,4,531.47,185.005,Sports & Outdoors,0
2020-08-02,P00028,10,3520.3900000000003,326.285,Sports & Outdoors,0
2020-08-02,P00029,5,2673.48,509.025,Electronics,0
2020-08-02,P00030,4,1143.29,308.525,Electronics,0
2020-08-02,P00031,4,658.94,192.03,Books,0
2020-08-02,P00032,4,438.82,72.485,Toys & Games,0
2020-08-02,P00034,2,908.39,593.57,Electronics,0
2020-08-02,P00035,6,1639.76,216.135,Clothing,0
2020-08-02,P00036,5,439.95,111.655,Clothing,0
2020-08-02,P00037,3,1116.54,418.46,Home & Kitchen,0
2020-08-02,P00038,5,1356.79,343.31,Books,0
2020-08-02,P00039,1,327.42,298.07,Clothing,0
2020-08-02,P00041,6,2066.09,357.52,Electronics,0
2020-08-02,P00043,6,1688.28,295.58500000000004,Clothing,0
2020-08-02,P00045,1,218.52,196.35,Clothing,0
2020-08-02,P00050,6,2672.96,467.44,Sports & Outdoors,0
2020-08-03,P00001,4,2088.35,494.01,Electronics,0
2020-08-03,P00002,4,1182.28,304.76,Clothing,0
2020-08-03,P00003,4,1213.27,301.04,Sports & Outdoors,0
2020-08-03,P00004,7,2324.19,320.265,Toys & Games,0
2020-08-03,P00005,2,794.94,364.38,Home & Kitchen,0
2020-08-03,P00006,4,1991.91,481.98,Clothing,0
2020-08-03,P00007,1,593.76,588.99,Sports & Outdoors,0
2020-08-03,P00008,2,1057.11,501.16,Books,0
2020-08-03,P00009,1,529.01,560.04,Home & Kitchen,0
2020-08-03,P00011,8,1166.33,243.33333333333334,Clothing,0
2020-08-03,P00012,4,1303.71,326.40999999999997,Electronics,0
2020-08-03,P00013,5,2434.98,461.02,Home & Kitchen,0
2020-08-03,P00014,4,1481.1499999999999,240.735,Electronics,0
2020-08-03,P00015,2,729.02,336.04,Electronics,0
2020-08-03,P00016,5,1035.51,200.6,Clothing,0
2020-08-03,P00017,4,1402.29,389.83,Electronics,0
2020-08-03,P00018,5,1951.1999999999998,399.19,Clothing,0
2020-08-03,P00019,6,2843.71,432.555,Toys & Games,0
2020-08-03,P00020,2,300.26,134.95,Home & Kitchen,0
2020-08-03,P00021,5,2470.1,314.635,Home & Kitchen,0
2020-08-03,P00022,4,1817.94,450.52,Toys & Games,0
2020-08-03,P00024,2,1115.82,588.29,Toys & Games,0
2020-08-03,P00025,1,424.05,539.26,Books,0
2020-08-03,P00028,6,637.38,221.14499999999998,Home & Kitchen,0
2020-08-03,P00029,10,2331.16,249.115,Home & Kitchen,0
2020-08-03,P00030,3,1577.29,497.36,Clothing,0
2020-08-03,P00031,4,2164.25,480.22,Toys & Games,0
2020-08-03,P00032,1,61.08,53.7,Books,0
2020-08-03,P00033,3,788.8,248.85,Books,0
2020-08-03,P00034,4,732.79,243.82,Sports & Outdoors,0
2020-08-03,P00035,5,1531.16,280.86,Sports & Outdoors,0
2020-08-03,P00036,5,2553.58,516.09,Electronics,0
2020-08-03,P00037,1,571.24,519.87,Clothing,0
2020-08-03,P00038,7,2134.57,322.74,Clothing,0
2020-08-03,P00039,9,2183.6400000000003,297.5,Sports & Outdoors,0
2020-08-03,P00041,7,3248.6299999999997,367.07,Electronics,0
2020-08-03,P00042,8,3362.6800000000003,413.105,Electronics,0
2020-08-03,P00043,7,2190.9700000000003,323.31666666666666,Home & Kitchen,0
2020-08-03,P00045,1,512.22,474.02,Home & Kitchen,0
2020-08-03,P00046,5,590.95,98.28,Toys & Games,0
2020-08-03,P00047,4,747.79,193.87,Toys & Games,0
2020-08-03,P00049,8,3379.21,402.93500000000006,Books,0
2020-08-04,P00001,1,426.58,405.19,Electronics,0
2020-08-04,P00003,8,836.72,134.1,Books,0
2020-08-04,P00005,7,1894.0900000000001,200.99,Toys & Games,0
2020-08-04,P00006,10,1105.34,139.77333333333334,Toys & Games,0
2020-08-04,P00007,10,2291.4,308.79333333333335,Toys & Games,0
2020-08-04,P00008,3,146.26,44.6,Toys & Games,0
2020-08-04,P00011,5,1259.9099999999999,275.245,Home & Kitchen,0
2020-08-04,P00012,11,4155.6,353.1166666666666,Sports & Outdoors,0
2020-08-04,P00013,2,960.18,422.39,Electronics,0
2020-08-04,P00014,10,4319.77,415.8433333333333,Home & Kitchen,0
2020-08-04,P00017,5,403.49,88.32,Electronics,0
2020-08-04,P00018,8,3710.77,486.745,Sports & Outdoors,0
2020-08-04,P00020,4,2034.15,537.3,Clothing,0
2020-08-04,P00022,1,515.51,505.27,Toys & Games,0
2020-08-04,P00023,2,1116.75,588.15,Sports & Outdoors,0
2020-08-04,P00024,5,471.6,87.54,Toys & Games,0
2020-08-04,P00025,2,992.58,469.37,Clothing,0
2020-08-04,P00026,9,3032.67,246.5533333333333,Home & Kitchen,0
2020-08-04,P00029,8,2789.02,353.78499999999997,Clothing,0
2020-08-04,P00030,11,2181.65,203.04666666666665,Sports & Outdoors,0
2020-08-04,P00032,8,1453.1799999999998,188.73666666666668,Toys & Games,0
2020-08-04,P00034,2,306.54,183.06,Clothing,0
2020-08-04,P00035,6,1408.84,262.37,Sports & Outdoors,0
2020-08-04,P00036,7,2190.69,284.98,Clothing,0
2020-08-04,P00037,3,353.9,138.26,Home & Kitchen,0
2020-08-04,P00038,3,605.29,178.46,Home & Kitchen,0
2020-08-04,P00039,14,4924.21,352.17333333333335,Clothing,0
2020-08-04,P00040,6,2442.85,395.08500000000004,Sports & Outdoors,0
2020-08-04,P00041,4,1542.38,374.98,Sports & Outdoors,0
2020-08-04,P00042,6,635.8,114.05,Clothing,0
2020-08-04,P00043,2,683.87,288.12,Home & Kitchen,0
2020-08-04,P00045,5,1161.05,272.025,Home & Kitchen,0
2020-08-04,P00047,7,3443.08,428.99333333333334,Sports & Outdoors,0
2020-08-04,P00048,4,1407.32,393.38,Books,0
2020-08-04,P00049,5,502.78,92.04499999999999,Toys & Games,0
2020-08-04,P00050,1,235.05,225.12,Electronics,0
2020-08-05,P00001,1,208.36,189.35,Sports & Outdoors,0
2020-08-05,P00003,5,592.2,118.62,Toys & Games,0
2020-08-05,P00005,4,2279.44,564.25,Electronics,0
2020-08-05,P00006,1,251.15,221.94,Sports & Outdoors,0
2020-08-05,P00008,4,1704.44,576.93,Toys & Games,0
2020-08-05,P00009,2,294.5,145.64,Clothing,0
2020-08-05,P00010,5,1495.43,325.58500000000004,Sports & Outdoors,0
2020-08-05,P00011,4,895.83,250.52,Home & Kitchen,0
2020-08-05,P00012,6,1559.35,263.34000000000003,Sports & Outdoors,0
2020-08-05,P00013,3,1387.26,529.57,Sports & Outdoors,0
2020-08-05,P00014,4,495.42,121.25,Clothing,0
2020-08-05,P00016,3,745.36,215.49,Clothing,0
2020-08-05,P00017,13,6043.28,456.22666666666663,Clothing,0
2020-08-05,P00018,1,491.9,529.1,Home & Kitchen,0
2020-08-05,P00019,12,2284.64,177.97666666666666,Toys & Games,0
2020-08-05,P00020,2,945.95,495.72,Clothing,0
2020-08-05,P00021,2,362.28,220.52,Sports & Outdoors,0
2020-08-05,P00023,5,164.48,33.32,Clothing,0
2020-08-05,P00024,10,969.6700000000001,94.83999999999999,Clothing,0
2020-08-05,P00027,1,600.11,591.84,Clothing,0
2020-08-05,P00028,1,259.0,267.74,Electronics,0
2020-08-05,P00029,1,377.26,347.42,Toys & Games,0
2020-08-05,P00030,4,1738.02,515.33,Electronics,0
2020-08-05,P00031,4,713.92,220.24,Sports & Outdoors,0
2020-08-05,P00033,2,297.36,147.61,Books,0
2020-08-05,P00034,9,4180.94,404.3866666666667,Home & Kitchen,0
2020-08-05,P00038,7,2221.12,300.395,Sports & Outdoors,0
2020-08-05,P00039,3,1820.41,513.32,Clothing,0
2020-08-05,P00041,13,3184.42,279.51,Books,0
2020-08-05,P00043,3,1353.57,436.67,Electronics,0
2020-08-05,P00044,3,1112.73,402.97,Electronics,0
2020-08-05,P00045,4,1330.6999999999998,409.53000000000003,Books,0
2020-08-05,P00046,7,3791.91,491.88,Sports & Outdoors,0
2020-08-05,P00048,4,591.21,140.42,Sports & Outdoors,0
2020-08-06,P00001,3,91.92,28.66,Clothing,0
2020-08-06,P00002,8,3094.62,331.49,Books,0
2020-08-06,P00003,5,1541.9699999999998,223.245,Clothing,0
2020-08-06,P00005,13,5007.73,408.89250000000004,Sports & Outdoors,0
2020-08-06,P00008,14,4378.83,322.72333333333336,Clothing,0
2020-08-06,P00009,1,292.23,267.03,Clothing,0
2020-08-06,P00011,5,974.46,184.96,Clothing,0
2020-08-06,P00012,1,258.51,295.39,Toys & Games,0
2020-08-06,P00013,3,875.93,342.81,Books,0
2020-08-06,P00014,2,294.79,125.2,Sports & Outdoors,0
2020-08-06,P00016,2,896.04,436.885,Home & Kitchen,0
2020-08-06,P00017,1,90.5,86.94,Home & Kitchen,0
2020-08-06,P00020,2,1213.72,570.22,Home & Kitchen,0
2020-08-06,P00021,3,1464.13,433.42,Electronics,0
2020-08-06,P00022,14,4304.66,276.65999999999997,Books,0
2020-08-06,P00023,8,4377.93,500.75666666666666,Electronics,0
2020-08-06,P00025,4,1786.57,398.77,Books,0
2020-08-06,P00026,4,314.94,77.73,Toys & Games,0
2020-08-06,P00028,8,3761.09,455.09000000000003,Sports & Outdoors,0
2020-08-06,P00029,5,1418.51,377.27,Clothing,0
2020-08-06,P00030,4,1195.29,274.28000000000003,Electronics,0
2020-08-06,P00031,3,1090.59,447.81,Toys & Games,0
2020-08-06,P00032,5,2339.43,590.61,Sports & Outdoors,0
2020-08-06,P00033,1,7.48,6.54,Electronics,0
2020-08-06,P00034,1,148.84,182.11,Books,0
2020-08-06,P00035,1,533.9,504.57,Books,0
2020-08-06,P00036,14,1702.78,113.11333333333334,Toys & Games,0
2020-08-06,P00037,3,354.57000000000005,110.535,Home & Kitchen,0
2020-08-06,P00038,4,300.08,68.59,Clothing,0
2020-08-06,P00039,10,4316.68,389.17,Books,0
2020-08-06,P00041,2,946.2,441.86,Toys & Games,0
2020-08-06,P00042,4,2144.74,495.01,Toys & Games,0
2020-08-06,P00043,4,750.07,213.98,Sports & Outdoors,0
2020-08-06,P00045,9,1633.6200000000001,208.795,Sports & Outdoors,0
2020-08-06,P00047,10,4526.67,409.24333333333334,Toys & Games,0
2020-08-06,P00049,1,395.93,340.15,Electronics,0
2020-08-06,P00050,4,595.46,171.78,Toys & Games,0
2020-08-07,P00002,3,1444.18,442.41,Sports & Outdoors,0
2020-08-07,P00003,2,1037.36,528.3,Toys & Games,0
2020-08-07,P00005,3,1538.63,553.77,Toys & Games,0
2020-08-07,P00006,4,2207.26,515.05,Home & Kitchen,0
2020-08-07,P00007,7,1559.95,277.6,Electronics,0
2020-08-07,P00010,6,2353.59,356.55499999999995,Electronics,0
2020-08-07,P00011,4,186.65,54.79,Sports & Outdoors,0
2020-08-07,P00014,10,2051.13,205.19999999999996,Electronics,0
2020-08-07,P00015,7,1755.6599999999999,351.59999999999997,Electronics,0
2020-08-07,P00016,3,1247.65,369.685,Toys & Games,0
2020-08-07,P00017,5,366.73,91.39,Books,0
2020-08-07,P00018,3,1050.07,321.34,Toys & Games,0
2020-08-07,P00019,1,376.03,456.09,Sports & Outdoors,0
2020-08-07,P00020,6,2468.25,361.18333333333334,Sports & Outdoors,0
2020-08-07,P00021,2,1013.86,468.94,Electronics,0
2020-08-07,P00023,2,303.31,146.67,Books,0
2020-08-07,P00024,9,4703.54,486.39,Clothing,0
2020-08-07,P00025,3,1762.94,585.48,Electronics,0
2020-08-07,P00027,13,5170.92,345.495,Sports & Outdoors,0
2020-08-07,P00028,3,721.92,254.72500000000002,Electronics,0
2020-08-07,P00029,2,1202.23,504.09,Sports & Outdoors,0
2020-08-07,P00030,6,1448.4,242.8,Toys & Games,0
2020-08-07,P00031,10,3469.98,328.375,Clothing,0
2020-08-07,P00032,6,2256.01,358.92499999999995,Clothing,0
2020-08-07,P00036,4,280.31,77.09,Books,0
2020-08-07,P00037,5,832.17,239.2,Clothing,0
2020-08-07,P00041,6,2250.05,361.63,Toys & Games,0
2020-08-07,P00043,5,2673.47,492.83,Toys & Games,0
2020-08-07,P00044,14,4471.22,251.255,Books,0
2020-08-07,P00045,7,3339.51,449.65999999999997,Toys & Games,0
2020-08-07,P00047,5,2086.27,494.72,Electronics,0
2020-08-07,P00048,5,2495.94,474.8,Toys & Games,0
2020-08-07,P00050,5,538.41,159.755,Clothing,0
2020-08-08,P00001,11,3401.76,365.08,Clothing,0
2020-08-08,P00004,1,174.92,167.16,Toys & Games,0
2020-08-08,P00005,18,7989.13,411.9175,Books,0
2020-08-08,P00006,3,438.53999999999996,232.285,Sports & Outdoors,0
2020-08-08,P00007,3,688.1,232.62,Electronics,0
2020-08-08,P00008,5,957.76,260.595,Electronics,0
2020-08-08,P00009,4,674.96,207.135,Books,0
2020-08-08,P00010,10,3053.67,295.04333333333335,Books,0
2020-08-08,P00012,3,1052.48,293.745,Books,0
2020-08-08,P00014,1,646.77,588.33,Books,0
2020-08-08,P00015,10,3707.73,390.945,Electronics,0
2020-08-08,P00016,13,2078.23,162.82999999999998,Toys & Games,0
2020-08-08,P00017,1,491.75,507.7,Home & Kitchen,0
2020-08-08,P00019,3,760.89,213.52,Toys & Games,0
2020-08-08,P00020,8,1618.65,175.015,Toys & Games,0
2020-08-08,P00022,2,51.45,23.57,Books,0
2020-08-08,P00023,5,1991.07,317.805,Electronics,0
2020-08-08,P00025,5,1675.21,218.95499999999998,Clothing,0
2020-08-08,P00027,5,2764.17,551.33,Home & Kitchen,0
2020-08-08,P00028,9,2158.8,256.905,Clothing,0
2020-08-08,P00029,1,636.75,587.89,Home & Kitchen,0
2020-08-08,P00030,2,766.84,422.71,Home & Kitchen,0
2020-08-08,P00031,5,1152.45,254.61333333333332,Electronics,0
2020-08-08,P00032,5,1394.45,339.325,Sports & Outdoors,0
2020-08-08,P00033,3,750.1099999999999,333.245,Toys & Games,0
2020-08-08,P00035,8,1472.38,215.75,Home & Kitchen,0
2020-08-08,P00036,5,2500.6000000000004,514.06,Toys & Games,0
2020-08-08,P00037,5,181.56,37.28,Books,0
2020-08-08,P00038,10,3901.06,383.7366666666667,Toys & Games,0
2020-08-08,P00042,6,367.88,44.635,Home & Kitchen,0
2020-08-08,P00043,8,2471.67,306.34000000000003,Books,0
2020-08-08,P00045,5,1668.88,297.07,Home & Kitchen,0
2020-08-08,P00046,4,318.53,77.8,Clothing,0
2020-08-08,P00047,3,1318.64,392.29,Electronics,0
2020-08-09,P00001,4,712.66,191.725,Electronics,0
2020-08-09,P00003,3,602.0300000000001,163.11499999999998,Books,0
2020-08-09,P00004,9,824.73,98.35,Books,0
2020-08-09,P00005,3,1411.45,431.83,Electronics,0
2020-08-09,P00006,5,604.4599999999999,256.455,Books,0
2020-08-09,P00009,3,1647.83,507.125,Toys & Games,0
2020-08-09,P00010,3,777.58,253.46500000000003,Books,0
2020-08-09,P00011,7,1971.62,323.4666666666667,Electronics,0
2020-08-09,P00012,8,2772.83,343.06,Clothing,0
2020-08-09,P00013,8,4450.31,541.845,Home & Kitchen,0
2020-08-09,P00015,4,775.11,176.84,Sports & Outdoors,0
2020-08-09,P00017,2,348.33,154.89,Clothing,0
2020-08-09,P00019,2,635.83,300.46,Clothing,0
2020-08-09,P00020,1,92.64,94.8,Books,0
2020-08-09,P00021,8,927.36,110.55499999999999,Clothing,0
2020-08-09,P00023,3,1070.15,317.96,Home & Kitchen,0
2020-08-09,P00024,7,3110.71,489.095,Electronics,0
2020-08-09,P00025,4,1162.8,271.01,Sports & Outdoors,0
2020-08-09,P00026,8,2553.25,301.62,Sports & Outdoors,0
2020-08-09,P00027,8,1819.22,267.035,Home & Kitchen,0
2020-08-09,P00029,2,1075.28,552.2,Books,0
2020-08-09,P00031,3,1558.67,503.56,Toys & Games,0
2020-08-09,P00032,5,1315.43,258.62,Books,0
2020-08-09,P00034,6,2497.57,350.375,Sports & Outdoors,0
2020-08-09,P00035,5,1064.61,216.7,Clothing,0
2020-08-09,P00036,4,735.03,183.49,Home & Kitchen,0
2020-08-09,P00037,2,85.33,35.39,Home & Kitchen,0
2020-08-09,P00039,8,147.41,18.240000000000002,Sports & Outdoors,0
2020-08-09,P00042,7,3227.66,383.67333333333335,Sports & Outdoors,0
2020-08-09,P00044,4,1785.2,441.04499999999996,Sports & Outdoors,0
2020-08-09,P00045,5,2257.64,450.7,Clothing,0
2020-08-10,P00001,2,752.2,447.09,Home & Kitchen,0
2020-08-10,P00003,5,885.94,165.95,Home & Kitchen,0
2020-08-10,P00004,9,2701.58,298.72333333333336,Toys & Games,0
2020-08-10,P00006,5,640.37,240.95999999999998,Books,0
2020-08-10,P00007,4,1294.68,298.42,Toys & Games,0
2020-08-10,P00008,5,2135.48,406.19,Sports & Outdoors,0
2020-08-10,P00009,2,830.61,386.97,Toys & Games,0
2020-08-10,P00010,5,776.45,161.8,Clothing,0
2020-08-10,P00011,3,1004.5,296.46,Books,0
2020-08-10,P00012,7,1401.88,191.095,Electronics,0
2020-08-10,P00013,5,1974.16,407.365,Clothing,0
2020-08-10,P00014,2,1120.13,517.35,Books,0
2020-08-10,P00016,6,2763.41,409.31,Clothing,0
2020-08-10,P00018,6,2447.48,311.125,Sports & Outdoors,0
2020-08-10,P00019,3,740.82,256.49,Home & Kitchen,0
2020-08-10,P00020,5,1345.61,182.91,Clothing,0
2020-08-10,P00022,10,5079.47,505.41,Clothing,0
2020-08-10,P00024,2,591.21,277.83,Toys & Games,0
2020-08-10,P00026,3,1643.04,513.29,Clothing,0
2020-08-10,P00029,5,1270.18,265.38,Clothing,0
2020-08-10,P00030,3,634.33,201.61,Books,0
2020-08-10,P00031,4,1633.34,386.33,Electronics,0
2020-08-10,P00032,4,1039.83,290.54,Toys & Games,0
2020-08-10,P00033,7,2789.21,355.78999999999996,Clothing,0
2020-08-10,P00034,6,2364.08,252.26,Home & Kitchen,0
2020-08-10,P00035,1,368.12,340.27,Sports & Outdoors,0
2020-08-10,P00036,2,391.47,181.82,Clothing,0
2020-08-10,P00038,2,632.25,292.19,Sports & Outdoors,0
2020-08-10,P00040,10,2640.98,315.685,Electronics,0
2020-08-10,P00041,2,564.59,328.53,Toys & Games,0
2020-08-10,P00042,1,61.16,61.54,Sports & Outdoors,0
2020-08-10,P00043,1,573.18,544.29,Toys & Games,0
2020-08-10,P00044,3,689.02,238.34,Toys & Games,0
2020-08-10,P00046,4,1270.38,301.76,Books,0
2020-08-10,P00048,1,42.84,39.56,Toys & Games,0
2020-08-10,P00050,4,1529.15,363.06,Sports & Outdoors,0
2020-08-11,P00001,2,48.86,23.77,Clothing,0
2020-08-11,P00002,2,72.78,36.5,Clothing,0
2020-08-11,P00004,3,1008.55,319.68,Electronics,0
2020-08-11,P00005,10,1311.8500000000001,148.91666666666666,Clothing,0
2020-08-11,P00006,7,1469.96,220.865,Toys & Games,0
2020-08-11,P00007,4,1124.26,294.58,Toys & Games,0
2020-08-11,P00008,8,574.04,91.27,Home & Kitchen,0
2020-08-11,P00009,4,1668.41,486.58,Sports & Outdoors,0
2020-08-11,P00010,2,997.45,480.19,Books,0
2020-08-11,P00012,2,240.12,146.2,Electronics,0
2020-08-11,P00013,4,1001.37,293.88,Electronics,0
2020-08-11,P00014,1,286.35,363.81,Electronics,0
2020-08-11,P00015,2,820.4,384.15,Home & Kitchen,0
2020-08-11,P00018,2,1048.39,485.86,Toys & Games,0
2020-08-11,P00019,1,60.49,56.47,Books,0
2020-08-11,P00020,5,2745.82,549.7,Electronics,0
2020-08-11,P00024,4,644.39,233.595,Books,0
2020-08-11,P00025,5,1500.75,369.45,Home & Kitchen,0
2020-08-11,P00026,5,197.79,35.39,Clothing,0
2020-08-11,P00028,1,229.03,201.76,Books,0
2020-08-11,P00030,8,1355.03,160.03,Home & Kitchen,0
2020-08-11,P00032,1,378.78,350.59,Sports & Outdoors,0
2020-08-11,P00033,4,98.6,23.61,Clothing,0
2020-08-11,P00035,3,540.46,229.535,Sports & Outdoors,0
2020-08-11,P00037,6,3181.51,484.165,Electronics,0
2020-08-11,P00038,4,1844.68,545.11,Sports & Outdoors,0
2020-08-11,P00039,1,186.73,157.03,Electronics,0
2020-08-11,P00041,7,1374.3799999999999,189.0,Electronics,0
2020-08-11,P00043,8,3920.6800000000003,509.235,Books,0
2020-08-11,P00044,3,643.62,186.425,Home & Kitchen,0
2020-08-11,P00045,1,522.63,485.34,Toys & Games,0
2020-08-11,P00046,5,979.5999999999999,193.555,Electronics,0
2020-08-11,P00047,2,213.1,99.06,Sports & Outdoors,0
2020-08-11,P00048,1,446.08,458.64,Toys & Games,0
2020-08-11,P00049,1,308.42,274.3,Sports & Outdoors,0
2020-08-11,P00050,4,196.12,54.2,Home & Kitchen,0
2020-08-12,P00001,13,3058.42,239.35250000000002,Books,0
2020-08-12,P00003,1,616.74,586.77,Books,0
2020-08-12,P00004,5,2162.11,405.44,Books,0
2020-08-12,P00005,3,1333.38,560.42,Toys & Games,0
2020-08-12,P00007,1,463.52,520.97,Home & Kitchen,0
2020-08-12,P00008,7,1211.27,164.55,Clothing,0
2020-08-12,P00009,1,289.84,343.39,Clothing,0
2020-08-12,P00010,6,749.73,90.66,Books,0
2020-08-12,P00011,5,2028.89,404.84,Home & Kitchen,0
2020-08-12,P00012,4,1170.04,367.38,Books,0
2020-08-12,P00013,11,4393.05,371.19,Electronics,0
2020-08-12,P00014,7,1515.74,256.84999999999997,Toys & Games,0
2020-08-12,P00015,1,443.54,394.71,Clothing,0
2020-08-12,P00016,3,748.2,232.03,Clothing,0
2020-08-12,P00017,1,138.24,126.89,Sports & Outdoors,0
2020-08-12,P00018,13,3595.0699999999997,240.5566666666667,Sports & Outdoors,0
2020-08-12,P00019,2,655.8,356.46,Electronics,0
2020-08-12,P00020,3,1769.51,586.51,Clothing,0
2020-08-12,P00021,5,1023.3399999999999,222.25,Books,0
2020-08-12,P00022,5,2670.21,507.68,Clothing,0
2020-08-12,P00023,4,1326.2,317.85999999999996,Home & Kitchen,0
2020-08-12,P00024,5,714.53,129.755,Electronics,0
2020-08-12,P00025,13,4120.1,325.38000000000005,Books,0
2020-08-12,P00027,5,1980.95,416.14,Clothing,0
2020-08-12,P00029,6,2657.66,378.37,Toys & Games,0
2020-08-12,P00031,1,373.42,344.32,Sports & Outdoors,0
2020-08-12,P00033,10,4477.92,383.42499999999995,Toys & Games,0
2020-08-12,P00034,5,1215.06,281.095,Clothing,0
2020-08-12,P00035,1,317.89,295.99,Books,0
2020-08-12,P00036,11,5098.3,400.6333333333334,Sports & Outdoors,0
2020-08-12,P00037,5,1381.22,272.35,Books,0
2020-08-12,P00039,4,18.44,5.03,Books,0
2020-08-12,P00041,15,6082.66,384.8675,Books,0
2020-08-12,P00042,11,3400.21,297.71,Sports & Outdoors,0
2020-08-12,P00043,2,536.67,266.92,Electronics,0
2020-08-12,P00044,3,852.64,261.87,Electronics,0
2020-08-12,P00046,5,1919.51,370.81,Home & Kitchen,0
2020-08-12,P00048,5,615.1800000000001,96.97999999999999,Books,0
2020-08-12,P00049,12,3852.2400000000002,294.70666666666665,Books,0
2020-08-13,P00002,5,1944.78,363.69,Clothing,0
2020-08-13,P00003,1,319.22,334.19,Sports & Outdoors,0
2020-08-13,P00005,4,2068.03,541.59,Home & Kitchen,0
2020-08-13,P00006,5,1697.77,240.1966666666667,Home & Kitchen,0
2020-08-13,P00007,6,2557.21,435.36,Books,0
2020-08-13,P00008,4,377.04,86.81,Clothing,0
2020-08-13,P00011,7,1603.67,309.20666666666665,Books,0
2020-08-13,P00013,11,3751.22,311.70666666666665,Electronics,0
2020-08-13,P00014,5,483.91,88.14,Clothing,0
2020-08-13,P00015,8,2980.94,344.49333333333334,Home & Kitchen,0
2020-08-13,P00016,2,193.76,103.03,Clothing,0
2020-08-13,P00018,5,1132.7,207.38,Home & Kitchen,0
2020-08-13,P00019,9,2344.94,197.82666666666668,Home & Kitchen,0
2020-08-13,P00022,8,312.69,40.18,Electronics,0
2020-08-13,P00023,5,1414.64,268.57,Sports & Outdoors,0
2020-08-13,P00024,5,1259.51,248.05,Electronics,0
2020-08-13,P00025,2,24.57,7.47,Home & Kitchen,0
2020-08-13,P00026,5,1498.47,265.32,Clothing,0
2020-08-13,P00028,1,288.23,236.24,Home & Kitchen,0
2020-08-13,P00030,1,126.36,136.53,Toys & Games,0
2020-08-13,P00031,6,2379.0,448.22,Toys & Games,0
2020-08-13,P00033,9,3728.6000000000004,305.1233333333334,Clothing,0
2020-08-13,P00034,2,850.76,379.23,Sports & Outdoors,0
2020-08-13,P00036,9,2593.97,330.8833333333334,Electronics,0
2020-08-13,P00037,1,409.25,410.01,Home & Kitchen,0
2020-08-13,P00038,5,1096.9,218.63,Sports & Outdoors,0
2020-08-13,P00039,14,5121.04,326.98199999999997,Books,0
2020-08-13,P00040,5,2355.87,402.8766666666667,Electronics,0
2020-08-13,P00041,5,878.81,170.88,Sports & Outdoors,0
2020-08-13,P00042,6,1830.96,321.775,Home & Kitchen,0
2020-08-13,P00044,5,1200.0,208.175,Toys & Games,0
2020-08-13,P00049,1,154.79,142.13,Books,0
2020-08-14,P00001,5,383.52,73.19,Books,0
2020-08-14,P00004,2,510.7,236.94,Clothing,0
2020-08-14,P00006,1,208.88,178.6,Books,0
2020-08-14,P00007,8,3029.21,360.835,Books,0
2020-08-14,P00008,3,1300.04,430.765,Electronics,0
2020-08-14,P00010,1,496.74,453.39,Sports & Outdoors,0
2020-08-14,P00012,9,2655.6000000000004,383.495,Electronics,0
2020-08-14,P00014,3,898.58,403.61,Sports & Outdoors,0
2020-08-14,P00015,3,1344.3200000000002,361.93,Books,0
2020-08-14,P00016,13,6370.6,475.8625,Sports & Outdoors,0
